voucher_id,voucher_code,campaign_name,discount_type,discount_value,target_group,user_id,user_age,is_student,issued_at,expires_at,is_used,used_at,spending_monthly,days_since_last_login,wallet_balance
205,LUCKY-6A730A4C,Summer Gift,Fixed,20000,Student,101,22,1,2025-08-20,2025-09-19,0,,174.18,9,59.95
206,LUCKY-58EE9431,Weekend Deal,Fixed,20000,Student,165,18,1,2025-11-20,2025-11-27,1,2025-11-25,187.1,42,189.76
207,LUCKY-23193F85,Weekend Deal,Fixed,20000,Student,144,19,1,2025-04-11,2025-04-25,0,,265.55,50,35.53
208,LUCKY-AAA006C6,Flash Sale SV,Percent,50,All,225,32,0,2025-08-23,2025-08-30,0,,857.03,25,935.46
209,LUCKY-1ADEA06D,Back to School,Fixed,10000,All,405,42,0,2025-11-05,2025-12-05,1,2025-11-12,324.49,52,855.4
210,LUCKY-DBA52799,Birthday Bonus,Fixed,5000,Student,469,23,1,2025-09-20,2025-10-20,0,,495.82,51,95.85
211,LUCKY-448893BF,Refer a Friend SV,Percent,30,Student,55,19,1,2025-06-26,2025-07-10,0,,345.92,82,71.0
212,LUCKY-EA0FE558,Birthday Bonus,Percent,25,Student,78,20,1,2025-11-19,2025-12-19,1,2025-11-28,149.9,71,149.37
213,LUCKY-847A3B9E,Tet Student,Percent,50,Student,248,16,1,2025-06-15,2025-06-22,1,2025-06-24,267.25,10,59.09
214,LUCKY-0AE42163,Flash Sale SV,Percent,20,Student,332,17,1,2025-02-01,2025-02-15,0,,247.17,40,139.35
215,LUCKY-E9629B84,Tet Student,Percent,30,Student,208,18,1,2025-07-15,2025-07-22,1,2025-07-28,468.47,66,148.1
216,LUCKY-FA519F17,Refer a Friend SV,Percent,25,Student,386,18,1,2025-12-07,2025-12-14,1,2025-12-12,338.22,3,86.43
217,LUCKY-B7687660,Birthday Bonus,Percent,20,All,251,45,0,2025-02-09,2025-03-11,1,2025-02-23,312.61,68,146.66
218,LUCKY-C4B689E2,Birthday Bonus,Percent,20,Student,362,21,1,2025-10-06,2025-11-05,0,,318.64,75,122.26
219,LUCKY-85772A04,Back to School,Percent,15,All,199,39,0,2025-06-23,2025-06-30,1,2025-07-02,1262.3,40,688.5
220,LUCKY-FCCCE5BD,Tet Student,Percent,30,Student,432,18,1,2025-03-06,2025-03-20,0,,308.66,62,84.61
221,LUCKY-3DE69010,Refer a Friend SV,Percent,15,Student,210,16,1,2025-09-21,2025-10-05,0,,439.49,62,190.37
222,LUCKY-C7D38819,Flash Sale SV,Percent,30,Student,141,22,1,2025-04-10,2025-04-17,0,,369.56,21,88.77
223,LUCKY-5AE12B01,Welcome Back,Percent,30,Student,422,20,1,2025-09-27,2025-10-11,1,2025-10-06,125.69,63,91.46
224,LUCKY-1AB58AC7,Summer Gift,Percent,50,All,442,44,0,2025-01-15,2025-01-29,1,2025-01-21,1494.16,54,569.04
225,LUCKY-6EFED75B,Birthday Bonus,Percent,50,All,85,34,0,2025-10-21,2025-11-04,0,,1757.52,30,161.52
226,LUCKY-0D8A1C91,Tet Student,Fixed,20000,Student,137,19,1,2025-12-10,2025-12-24,1,2025-12-20,416.09,72,161.09
227,LUCKY-5B5C1B4C,Flash Sale SV,Percent,25,All,444,36,0,2025-11-05,2025-12-05,0,,1973.88,12,695.33
228,LUCKY-F4B50063,Tet Student,Fixed,50000,Student,193,18,1,2025-05-21,2025-06-04,0,,370.13,86,165.7
229,LUCKY-1C167243,Weekend Deal,Fixed,50000,Student,375,17,1,2025-01-28,2025-02-27,1,2025-01-30,231.28,88,149.96
230,LUCKY-52372C50,Refer a Friend SV,Fixed,10000,All,425,40,0,2025-08-09,2025-08-23,0,,1395.46,8,390.31
231,LUCKY-62B2753C,Flash Sale SV,Fixed,5000,Student,81,24,1,2025-08-01,2025-08-08,1,2025-08-15,310.07,62,113.23
232,LUCKY-2A1BDAD1,Back to School,Percent,50,Student,129,16,1,2025-05-03,2025-06-02,1,2025-05-09,496.33,88,85.56
233,LUCKY-F9A8122C,Welcome Back,Percent,25,Student,40,18,1,2025-01-07,2025-01-21,0,,73.3,89,125.12
234,LUCKY-085B30E8,Refer a Friend SV,Fixed,5000,Student,197,19,1,2025-08-03,2025-08-10,0,,283.75,1,89.01
235,LUCKY-6DA1CA09,Tet Student,Percent,25,Student,272,17,1,2025-11-05,2025-11-12,0,,96.44,38,73.51
236,LUCKY-57243F6C,Weekend Deal,Percent,25,Student,386,18,1,2025-02-04,2025-02-11,0,,248.04,80,144.49
237,LUCKY-E7AA518B,Welcome Back,Percent,20,Student,146,22,1,2025-10-20,2025-11-19,1,2025-10-30,208.19,17,85.88
238,LUCKY-A4AF3F80,Summer Gift,Percent,30,All,402,42,0,2025-05-21,2025-05-28,0,,248.28,38,854.72
239,LUCKY-975CB519,Flash Sale SV,Percent,30,All,441,27,0,2025-06-05,2025-06-19,0,,1090.8,63,157.11
240,LUCKY-F54D0F67,Welcome Back,Percent,10,All,204,33,0,2025-04-02,2025-04-09,1,2025-04-15,857.74,60,698.79
241,LUCKY-F09609D1,Tet Student,Percent,50,Student,499,24,1,2025-05-03,2025-06-02,1,2025-05-07,395.2,51,84.72
242,LUCKY-F4D97CFB,Refer a Friend SV,Percent,20,All,45,37,0,2025-04-02,2025-04-09,0,,788.15,83,607.12
243,LUCKY-63E0963E,Flash Sale SV,Percent,10,All,255,23,0,2025-12-01,2025-12-08,0,,1016.07,39,628.39
244,LUCKY-A431EC86,Tet Student,Percent,20,All,395,36,0,2025-05-24,2025-05-31,0,,1131.0,33,831.38
245,LUCKY-5F3B05DF,Weekend Deal,Fixed,5000,All,440,30,0,2025-06-02,2025-06-16,0,,1652.79,8,308.38
246,LUCKY-6D4F4451,Flash Sale SV,Percent,15,Student,187,21,1,2025-01-08,2025-01-15,1,2025-01-16,120.79,73,154.67
247,LUCKY-0248ABF3,Birthday Bonus,Fixed,10000,Student,40,18,1,2025-12-11,2025-12-25,1,2025-12-25,130.53,4,192.07
248,LUCKY-104A1B12,Flash Sale SV,Percent,30,Student,397,17,1,2025-02-15,2025-03-01,0,,275.92,22,180.39
249,LUCKY-AD51B2F7,Back to School,Percent,20,All,303,30,0,2025-04-15,2025-04-29,0,,355.49,47,483.91
250,LUCKY-D3F34097,Flash Sale SV,Percent,15,All,178,44,0,2025-01-08,2025-02-07,0,,1596.59,69,745.84
251,LUCKY-3BF050C5,Welcome Back,Fixed,20000,Student,498,16,1,2025-04-14,2025-04-28,1,2025-04-15,477.95,84,0.29
252,LUCKY-40D81CE0,Weekend Deal,Fixed,20000,All,259,42,0,2025-02-19,2025-02-26,0,,703.69,29,91.71
253,LUCKY-FFA256F5,Back to School,Percent,15,Student,426,22,1,2025-06-26,2025-07-10,1,2025-07-08,83.67,55,113.56
254,LUCKY-1B41CDA0,Welcome Back,Percent,30,All,209,30,0,2025-03-15,2025-03-29,1,2025-03-21,1014.96,25,271.93
255,LUCKY-8AE46E91,Welcome Back,Fixed,20000,Student,309,21,1,2025-11-10,2025-12-10,1,2025-11-22,484.09,39,41.53
256,LUCKY-B6CE2933,Back to School,Fixed,5000,Student,232,21,1,2025-03-01,2025-03-15,1,2025-03-15,116.75,45,142.23
257,LUCKY-29938D6E,Flash Sale SV,Percent,10,Student,422,24,1,2025-04-05,2025-04-12,0,,162.43,17,92.41
258,LUCKY-C5F9EC1D,Summer Gift,Percent,10,Student,48,17,1,2025-08-26,2025-09-02,0,,312.05,9,51.76
259,LUCKY-15A3EA6A,Refer a Friend SV,Percent,15,All,196,45,0,2025-07-16,2025-07-23,0,,796.79,59,90.56
260,LUCKY-C3D115A6,Tet Student,Fixed,50000,Student,152,18,1,2025-10-20,2025-10-27,1,2025-10-31,209.27,35,181.66
261,LUCKY-1B107F04,Summer Gift,Percent,25,Student,411,24,1,2025-09-08,2025-10-08,0,,265.56,49,17.54
262,LUCKY-142949AC,Birthday Bonus,Fixed,50000,Student,139,16,1,2025-09-11,2025-09-25,0,,495.23,45,156.38
263,LUCKY-92EAE8BE,Birthday Bonus,Percent,25,Student,127,21,1,2025-04-06,2025-04-13,0,,318.7,35,5.86
264,LUCKY-B54CA8D6,Refer a Friend SV,Percent,30,Student,163,20,1,2025-03-06,2025-03-13,1,2025-03-16,290.16,7,158.25
265,LUCKY-675AC1EB,Summer Gift,Fixed,10000,All,90,42,0,2025-08-18,2025-09-01,0,,845.81,90,611.98
266,LUCKY-5BEC495A,Birthday Bonus,Fixed,5000,Student,175,17,1,2025-04-26,2025-05-03,0,,75.28,2,120.33
267,LUCKY-38E4D199,Tet Student,Percent,30,All,492,45,0,2025-09-28,2025-10-12,0,,1719.71,2,357.41
268,LUCKY-71BDBF61,Refer a Friend SV,Percent,15,Student,90,22,1,2025-08-21,2025-09-04,0,,313.71,41,67.31
269,LUCKY-0E42C93C,Tet Student,Percent,50,All,91,37,0,2025-12-23,2026-01-06,1,2025-12-26,1448.41,45,932.4
270,LUCKY-6346E2C9,Birthday Bonus,Percent,15,All,290,42,0,2025-10-08,2025-11-07,0,,1907.66,72,422.02
271,LUCKY-0A1DFAD4,Tet Student,Fixed,20000,Student,344,23,1,2025-02-27,2025-03-29,0,,113.29,30,149.07
272,LUCKY-F91BF155,Back to School,Percent,20,Student,198,21,1,2025-12-01,2025-12-08,0,,250.98,31,53.04
273,LUCKY-86C9FA94,Refer a Friend SV,Fixed,20000,Student,389,22,1,2025-08-26,2025-09-25,1,2025-09-06,486.1,63,176.91
274,LUCKY-055E306D,Birthday Bonus,Fixed,5000,Student,455,18,1,2025-02-03,2025-02-17,1,2025-02-06,253.08,4,159.84
275,LUCKY-A1C1AD8C,Flash Sale SV,Fixed,50000,Student,456,17,1,2025-11-06,2025-12-06,0,,296.17,11,179.62
276,LUCKY-A2CD66A9,Back to School,Fixed,20000,Student,282,16,1,2025-02-02,2025-02-16,1,2025-02-12,95.57,24,41.11
277,LUCKY-7B187F04,Summer Gift,Fixed,50000,All,42,24,0,2025-04-06,2025-05-06,1,2025-04-11,298.11,11,53.62
278,LUCKY-7584DF74,Refer a Friend SV,Fixed,5000,Student,23,17,1,2025-07-12,2025-07-19,1,2025-07-20,188.76,62,79.49
279,LUCKY-A7781655,Welcome Back,Percent,15,Student,498,23,1,2025-06-26,2025-07-26,1,2025-07-03,168.53,72,167.42
280,LUCKY-CAA97BB5,Summer Gift,Fixed,50000,All,18,27,0,2025-02-13,2025-03-15,0,,1196.48,66,848.76
281,LUCKY-FA917DB0,Weekend Deal,Percent,10,Student,22,24,1,2025-03-07,2025-03-14,1,2025-03-10,410.2,79,135.51
282,LUCKY-F36B64A8,Welcome Back,Fixed,20000,Student,439,22,1,2025-09-13,2025-10-13,1,2025-09-19,140.86,18,164.51
283,LUCKY-19853C71,Refer a Friend SV,Fixed,5000,Student,494,23,1,2025-10-19,2025-11-18,1,2025-11-01,462.72,89,2.47
284,LUCKY-47F91544,Back to School,Fixed,50000,All,20,23,0,2025-08-19,2025-09-18,1,2025-08-27,1212.83,36,145.94
285,LUCKY-5E014C40,Refer a Friend SV,Fixed,5000,Student,26,22,1,2025-06-23,2025-06-30,0,,114.73,88,121.73
286,LUCKY-FF6E4381,Weekend Deal,Fixed,20000,All,69,28,0,2025-11-04,2025-11-11,0,,1814.66,38,69.22
287,LUCKY-259DD77D,Weekend Deal,Percent,15,Student,265,23,1,2025-07-24,2025-08-07,1,2025-08-06,398.31,53,64.17
288,LUCKY-1DF1A442,Flash Sale SV,Fixed,10000,All,17,21,0,2025-04-27,2025-05-04,1,2025-05-01,1127.49,39,201.02
289,LUCKY-93D3B541,Flash Sale SV,Fixed,5000,Student,492,21,1,2025-08-20,2025-09-03,1,2025-08-23,367.09,59,54.8
290,LUCKY-4983D90F,Flash Sale SV,Percent,20,All,495,38,0,2025-03-28,2025-04-27,1,2025-04-10,1192.4,33,377.04
291,LUCKY-FE5F47B9,Flash Sale SV,Fixed,5000,Student,308,19,1,2025-03-21,2025-03-28,0,,341.32,34,135.54
292,LUCKY-4FB1CC5E,Refer a Friend SV,Fixed,50000,All,239,27,0,2025-08-09,2025-08-16,0,,654.3,39,814.83
293,LUCKY-110D3571,Birthday Bonus,Percent,30,Student,153,24,1,2025-10-20,2025-11-03,0,,420.94,13,79.43
294,LUCKY-74202A3A,Back to School,Fixed,20000,Student,77,23,1,2025-11-10,2025-11-17,0,,78.73,81,197.67
295,LUCKY-00C6CA4C,Tet Student,Fixed,20000,Student,133,19,1,2025-11-16,2025-11-30,0,,454.86,76,161.09
296,LUCKY-55B36789,Summer Gift,Percent,20,All,465,32,0,2025-11-26,2025-12-10,0,,898.89,90,83.55
297,LUCKY-145B383B,Welcome Back,Percent,20,All,414,31,0,2025-12-09,2026-01-08,0,,1113.17,84,853.15
298,LUCKY-E83850A9,Birthday Bonus,Percent,15,Student,134,18,1,2025-05-14,2025-05-28,1,2025-05-20,476.12,83,179.92
299,LUCKY-F17BF178,Summer Gift,Percent,25,Student,153,23,1,2025-11-13,2025-12-13,0,,433.05,81,94.11
300,LUCKY-0D4BD075,Birthday Bonus,Fixed,10000,Student,250,18,1,2025-03-25,2025-04-01,0,,111.81,52,40.06
301,LUCKY-C20BD247,Tet Student,Fixed,10000,Student,67,18,1,2025-03-16,2025-03-23,0,,191.04,57,11.6
302,LUCKY-D2379103,Summer Gift,Percent,10,Student,98,22,1,2025-01-11,2025-02-10,0,,231.53,49,193.07
303,LUCKY-1D705E79,Tet Student,Fixed,20000,Student,34,16,1,2025-09-19,2025-10-03,1,2025-09-22,332.01,88,49.76
304,LUCKY-EE5D1D20,Tet Student,Fixed,50000,All,486,29,0,2025-08-12,2025-08-19,1,2025-08-15,1907.23,66,483.13
305,LUCKY-1D977506,Flash Sale SV,Percent,50,All,365,45,0,2025-03-04,2025-03-18,0,,926.1,16,267.0
306,LUCKY-FA251F08,Flash Sale SV,Percent,30,Student,25,16,1,2025-11-27,2025-12-04,0,,218.84,68,128.06
307,LUCKY-41A60781,Summer Gift,Fixed,10000,Student,216,22,1,2025-11-01,2025-11-15,0,,249.94,32,24.72
308,LUCKY-69D6E789,Welcome Back,Fixed,5000,Student,103,24,1,2025-02-16,2025-02-23,1,2025-02-26,171.49,17,121.13
309,LUCKY-F45AD553,Flash Sale SV,Fixed,10000,All,170,36,0,2025-04-23,2025-05-07,0,,1951.62,52,390.03
310,LUCKY-F58B0355,Welcome Back,Fixed,10000,Student,52,16,1,2025-02-24,2025-03-26,0,,352.23,73,181.38
311,LUCKY-659F50DE,Flash Sale SV,Fixed,50000,All,149,40,0,2025-03-28,2025-04-04,1,2025-04-11,616.09,37,989.23
312,LUCKY-0701B89E,Tet Student,Percent,15,Student,48,21,1,2025-08-20,2025-09-03,1,2025-09-01,241.7,5,23.18
313,LUCKY-DFC34C76,Weekend Deal,Fixed,50000,Student,58,21,1,2025-11-26,2025-12-03,0,,132.29,58,80.16
314,LUCKY-9EC11793,Weekend Deal,Fixed,50000,Student,15,16,1,2025-07-25,2025-08-08,1,2025-08-04,491.71,13,168.87
315,LUCKY-A6774986,Weekend Deal,Percent,25,All,361,43,0,2025-05-21,2025-06-04,1,2025-05-22,1952.2,62,174.12
316,LUCKY-32988C6A,Birthday Bonus,Percent,50,All,49,36,0,2025-12-23,2026-01-22,0,,1581.55,72,597.82
317,LUCKY-DD98FCFD,Flash Sale SV,Fixed,10000,Student,254,19,1,2025-03-17,2025-03-31,1,2025-03-31,266.87,82,132.74
318,LUCKY-CDDB2F83,Summer Gift,Fixed,5000,All,41,22,0,2025-07-13,2025-07-20,0,,1552.57,42,354.6
319,LUCKY-2AE2D4F0,Flash Sale SV,Percent,25,Student,1,23,1,2025-07-02,2025-08-01,1,2025-07-11,89.61,40,99.69
320,LUCKY-8D5C85D5,Weekend Deal,Percent,50,All,419,45,0,2025-06-27,2025-07-04,0,,1287.57,38,638.11
321,LUCKY-1DB4FCAC,Weekend Deal,Fixed,20000,Student,182,23,1,2025-11-08,2025-11-15,1,2025-11-14,199.39,76,153.48
322,LUCKY-9557BADA,Tet Student,Percent,10,All,210,45,0,2025-12-24,2026-01-23,0,,725.57,89,545.89
323,LUCKY-F5124F5B,Summer Gift,Percent,25,Student,24,19,1,2025-02-25,2025-03-11,0,,134.39,50,186.04
324,LUCKY-A56DEDE8,Weekend Deal,Fixed,10000,All,430,41,0,2025-12-02,2026-01-01,1,2025-12-09,1259.86,57,783.54
325,LUCKY-74DF2C0B,Tet Student,Percent,50,Student,259,24,1,2025-11-20,2025-12-20,1,2025-11-26,401.49,88,182.04
326,LUCKY-AD2CBDDB,Birthday Bonus,Fixed,50000,All,71,33,0,2025-08-26,2025-09-02,0,,1963.1,31,920.11
327,LUCKY-7068AB23,Summer Gift,Percent,15,Student,472,24,1,2025-05-22,2025-06-05,0,,184.51,40,140.3
328,LUCKY-B2833983,Weekend Deal,Percent,20,Student,346,18,1,2025-11-23,2025-12-07,0,,276.75,41,138.86
329,LUCKY-99CA1BD5,Refer a Friend SV,Percent,10,All,385,37,0,2025-11-02,2025-11-09,1,2025-11-07,714.67,1,854.94
330,LUCKY-3990D84C,Flash Sale SV,Fixed,10000,All,346,29,0,2025-08-04,2025-09-03,1,2025-08-18,1430.1,7,189.11
331,LUCKY-72BD4D02,Refer a Friend SV,Fixed,5000,All,7,27,0,2025-11-11,2025-12-11,1,2025-11-12,1536.34,30,583.21
332,LUCKY-972333A7,Birthday Bonus,Percent,50,All,101,26,0,2025-09-24,2025-10-24,0,,1317.01,56,791.88
333,LUCKY-97B9685D,Tet Student,Percent,15,All,220,26,0,2025-02-13,2025-02-20,0,,729.52,87,218.55
334,LUCKY-31F2E060,Weekend Deal,Percent,20,Student,476,20,1,2025-03-02,2025-03-09,0,,108.53,32,116.8
335,LUCKY-6494DBCD,Birthday Bonus,Fixed,50000,Student,490,16,1,2025-12-11,2026-01-10,1,2025-12-15,398.15,84,125.07
336,LUCKY-E1C079C0,Birthday Bonus,Fixed,5000,Student,185,17,1,2025-04-22,2025-05-06,1,2025-04-28,403.82,69,31.87
337,LUCKY-B0EA87D7,Birthday Bonus,Percent,10,Student,125,24,1,2025-11-20,2025-12-20,0,,263.69,83,112.27
338,LUCKY-859AAA30,Back to School,Fixed,20000,All,412,41,0,2025-09-27,2025-10-11,1,2025-10-06,1794.19,14,412.3
339,LUCKY-0DB19F87,Welcome Back,Fixed,5000,Student,34,23,1,2025-09-18,2025-09-25,1,2025-09-29,69.73,24,179.66
340,LUCKY-A1FAAA07,Refer a Friend SV,Percent,30,Student,79,19,1,2025-02-24,2025-03-26,0,,439.23,13,84.84
341,LUCKY-2938E07E,Summer Gift,Fixed,5000,Student,323,21,1,2025-07-13,2025-07-27,0,,67.05,22,14.65
342,LUCKY-C95EFEDC,Welcome Back,Percent,50,Student,435,21,1,2025-10-02,2025-11-01,0,,57.6,68,134.66
343,LUCKY-DB55D18B,Weekend Deal,Percent,20,Student,274,24,1,2025-11-01,2025-11-15,1,2025-11-04,97.76,38,157.38
344,LUCKY-A796D6DF,Birthday Bonus,Percent,20,Student,73,22,1,2025-01-18,2025-02-17,0,,408.55,37,169.89
345,LUCKY-A8DCEB98,Summer Gift,Percent,20,Student,212,16,1,2025-12-12,2025-12-19,0,,307.72,70,78.82
346,LUCKY-192061F0,Welcome Back,Fixed,10000,All,385,36,0,2025-10-28,2025-11-04,1,2025-11-11,456.42,78,224.79
347,LUCKY-A4897FE5,Welcome Back,Percent,20,All,66,37,0,2025-10-16,2025-10-30,1,2025-10-22,1030.28,37,572.18
348,LUCKY-080F4C30,Weekend Deal,Fixed,50000,Student,79,19,1,2025-11-10,2025-12-10,1,2025-11-20,95.02,24,123.9
349,LUCKY-1569948B,Summer Gift,Percent,20,Student,224,21,1,2025-12-24,2026-01-23,0,,413.46,21,191.73
350,LUCKY-B9076F81,Birthday Bonus,Fixed,50000,Student,90,21,1,2025-08-18,2025-08-25,0,,110.44,61,146.59
351,LUCKY-AD6D2DF9,Welcome Back,Percent,20,Student,324,17,1,2025-01-28,2025-02-27,0,,428.81,17,171.74
352,LUCKY-126D9893,Tet Student,Fixed,50000,Student,439,22,1,2025-04-25,2025-05-25,1,2025-05-07,396.14,4,42.55
353,LUCKY-19AEDE20,Summer Gift,Percent,50,Student,388,23,1,2025-10-22,2025-10-29,0,,275.51,46,18.11
354,LUCKY-AB6995A2,Weekend Deal,Percent,50,Student,119,23,1,2025-01-08,2025-01-22,0,,121.65,72,113.27
355,LUCKY-BB985E30,Weekend Deal,Fixed,50000,Student,166,21,1,2025-01-02,2025-02-01,0,,155.31,66,133.72
356,LUCKY-EB0CEA9D,Refer a Friend SV,Percent,25,Student,129,24,1,2025-11-27,2025-12-04,1,2025-12-06,335.11,33,54.7
357,LUCKY-197B0768,Flash Sale SV,Fixed,50000,Student,118,19,1,2025-03-15,2025-03-22,0,,282.37,44,70.58
358,LUCKY-4B0A266B,Summer Gift,Percent,50,Student,247,20,1,2025-06-24,2025-07-01,0,,145.18,46,37.38
359,LUCKY-EFDB8885,Flash Sale SV,Percent,15,Student,263,23,1,2025-10-06,2025-10-13,1,2025-10-17,144.82,52,32.25
360,LUCKY-EF18DDE9,Back to School,Fixed,5000,Student,242,18,1,2025-04-15,2025-05-15,0,,75.16,23,51.65
361,LUCKY-2599391B,Back to School,Percent,30,All,303,25,0,2025-11-11,2025-11-25,1,2025-11-21,594.85,18,440.23
362,LUCKY-9E5E075B,Welcome Back,Fixed,10000,Student,273,22,1,2025-10-20,2025-10-27,1,2025-11-02,223.46,25,21.71
363,LUCKY-951200C5,Refer a Friend SV,Percent,50,Student,358,17,1,2025-06-28,2025-07-05,0,,91.94,77,131.88
364,LUCKY-38E5CA7C,Refer a Friend SV,Fixed,5000,Student,43,19,1,2025-08-25,2025-09-01,1,2025-09-08,472.29,48,96.42
365,LUCKY-E0F0F31A,Welcome Back,Percent,30,Student,353,24,1,2025-07-21,2025-07-28,0,,233.89,90,37.8
366,LUCKY-7EF138DA,Refer a Friend SV,Fixed,20000,All,204,33,0,2025-10-09,2025-11-08,0,,852.09,83,197.04
367,LUCKY-CD669DCD,Back to School,Fixed,50000,All,204,33,0,2025-10-12,2025-11-11,0,,1193.79,22,579.68
368,LUCKY-CB2E7EC7,Summer Gift,Percent,10,All,315,41,0,2025-06-26,2025-07-26,0,,414.35,89,268.28
369,LUCKY-9C8C0023,Weekend Deal,Percent,15,Student,135,16,1,2025-07-03,2025-07-10,0,,122.33,0,192.91
370,LUCKY-11B5B9C7,Tet Student,Fixed,5000,Student,436,17,1,2025-08-01,2025-08-08,0,,324.06,51,144.9
371,LUCKY-81EBC1CA,Tet Student,Percent,30,Student,1,24,1,2025-06-08,2025-07-08,0,,178.7,76,6.72
372,LUCKY-7F4D86C0,Summer Gift,Fixed,50000,All,471,22,0,2025-12-23,2025-12-30,0,,1994.27,45,790.69
373,LUCKY-4217F399,Back to School,Fixed,20000,Student,3,20,1,2025-04-15,2025-04-29,1,2025-04-25,376.76,74,111.82
374,LUCKY-5331C01F,Welcome Back,Fixed,20000,Student,129,22,1,2025-05-18,2025-06-17,0,,277.81,64,111.73
375,LUCKY-F1AF1BBE,Flash Sale SV,Fixed,50000,Student,325,22,1,2025-05-03,2025-05-17,0,,303.43,43,153.99
376,LUCKY-70FCB8C8,Flash Sale SV,Fixed,20000,All,48,27,0,2025-05-08,2025-05-22,0,,1418.44,40,268.43
377,LUCKY-8A3CB6E4,Summer Gift,Fixed,20000,Student,350,21,1,2025-05-06,2025-06-05,0,,84.21,60,186.28
378,LUCKY-986B5C1C,Summer Gift,Fixed,10000,All,80,26,0,2025-04-27,2025-05-27,1,2025-05-03,1098.2,30,239.68
379,LUCKY-4390B7C3,Flash Sale SV,Fixed,5000,All,253,23,0,2025-06-20,2025-07-04,0,,1856.34,84,692.02
380,LUCKY-4F587EE4,Summer Gift,Fixed,50000,All,410,38,0,2025-03-02,2025-04-01,0,,1763.78,65,516.27
381,LUCKY-0CAA3BC4,Welcome Back,Percent,25,Student,5,24,1,2025-08-11,2025-09-10,0,,64.65,87,69.46
382,LUCKY-ACF65AE3,Back to School,Fixed,10000,Student,95,19,1,2025-08-20,2025-09-03,1,2025-08-26,220.74,46,20.15
383,LUCKY-F46D357B,Weekend Deal,Fixed,20000,Student,417,19,1,2025-03-19,2025-04-18,1,2025-03-23,238.59,46,150.44
384,LUCKY-0F6260E5,Tet Student,Percent,15,Student,256,20,1,2025-01-06,2025-01-20,0,,411.84,48,111.07
385,LUCKY-249B13A4,Flash Sale SV,Fixed,20000,Student,417,24,1,2025-12-06,2025-12-13,1,2025-12-10,290.29,62,63.15
386,LUCKY-B5F76D56,Birthday Bonus,Fixed,20000,Student,102,17,1,2025-02-12,2025-03-14,1,2025-02-22,252.43,46,66.93
387,LUCKY-1DCB9B4C,Weekend Deal,Fixed,50000,Student,238,24,1,2025-07-20,2025-08-03,0,,128.54,45,156.06
388,LUCKY-20C2B231,Welcome Back,Fixed,50000,Student,335,18,1,2025-06-08,2025-06-22,1,2025-06-14,440.72,43,128.12
389,LUCKY-7F0F6240,Refer a Friend SV,Fixed,50000,Student,339,20,1,2025-01-05,2025-02-04,1,2025-01-09,322.42,56,79.09
390,LUCKY-38BFDF0E,Flash Sale SV,Percent,25,Student,135,17,1,2025-07-17,2025-07-24,1,2025-07-19,144.76,12,79.41
391,LUCKY-6C544E45,Back to School,Percent,15,Student,430,17,1,2025-03-05,2025-04-04,0,,344.67,39,177.09
392,LUCKY-C9D3BC41,Back to School,Fixed,50000,Student,91,16,1,2025-03-23,2025-04-22,0,,348.6,41,172.07
393,LUCKY-892821C4,Birthday Bonus,Fixed,20000,Student,227,23,1,2025-04-26,2025-05-03,0,,333.97,72,127.17
394,LUCKY-4B1ECF1B,Back to School,Percent,20,Student,485,22,1,2025-01-23,2025-02-06,0,,166.91,0,60.71
395,LUCKY-BDE5F07A,Birthday Bonus,Percent,10,All,84,29,0,2025-09-14,2025-09-28,1,2025-09-18,216.44,37,458.91
396,LUCKY-FE24763A,Summer Gift,Percent,25,All,351,40,0,2025-10-26,2025-11-25,0,,901.5,33,409.44
397,LUCKY-7CCAF893,Back to School,Percent,15,Student,359,24,1,2025-08-20,2025-09-03,1,2025-08-25,413.96,8,82.58
398,LUCKY-DA644C60,Welcome Back,Percent,15,Student,5,19,1,2025-03-23,2025-04-06,1,2025-04-04,194.29,68,30.43
399,LUCKY-954028EA,Birthday Bonus,Fixed,50000,Student,432,18,1,2025-01-11,2025-01-18,0,,56.63,53,43.44
400,LUCKY-95CF496A,Summer Gift,Fixed,10000,All,425,24,0,2025-05-27,2025-06-10,0,,300.87,9,786.87
401,LUCKY-FFCD5B94,Weekend Deal,Percent,15,Student,107,19,1,2025-02-17,2025-03-19,0,,223.16,31,194.99
402,LUCKY-6E854C85,Weekend Deal,Percent,20,Student,443,20,1,2025-04-12,2025-04-19,0,,471.3,5,31.72
403,LUCKY-DFB9B7FE,Welcome Back,Percent,20,Student,402,17,1,2025-04-01,2025-04-08,1,2025-04-11,156.18,1,86.83
404,LUCKY-D9FDB972,Birthday Bonus,Fixed,5000,Student,183,18,1,2025-11-02,2025-11-09,0,,217.13,20,17.9
405,LUCKY-09875D09,Weekend Deal,Fixed,20000,Student,184,24,1,2025-01-23,2025-02-06,0,,406.16,29,25.17
406,LUCKY-38037C79,Summer Gift,Fixed,50000,All,375,28,0,2025-09-12,2025-09-26,0,,1817.59,56,511.04
407,LUCKY-84540C89,Birthday Bonus,Fixed,20000,Student,376,24,1,2025-11-17,2025-12-01,0,,122.15,57,106.23
408,LUCKY-28F73400,Welcome Back,Percent,20,Student,98,16,1,2025-09-27,2025-10-11,0,,328.88,79,72.82
409,LUCKY-AD3BCEBA,Birthday Bonus,Fixed,50000,Student,428,23,1,2025-09-22,2025-09-29,1,2025-09-23,394.58,36,30.83
